,Class,Largest Spot Size,Spot Distribution,Activity,Evolution,24 hour flare activity,Historically-complex,Did region become historically complex on this pass across the sun's disk,Area,Area of the largest spot,Had flare
1149,7,3,1,1,3,1,1,2,1,1,0
1150,4,4,3,1,3,1,2,2,1,1,1
1151,7,3,1,1,2,1,1,2,1,1,0
1152,4,2,2,1,3,1,1,2,1,1,0
1153,4,4,3,1,3,1,2,2,1,1,1
1154,3,4,2,1,3,1,1,2,1,1,0
1155,7,3,1,1,2,1,1,1,1,1,0
1156,7,3,1,1,2,1,1,1,1,1,0
1157,7,3,1,1,2,1,1,2,1,1,0
1158,7,3,1,1,3,1,1,1,1,1,1
1159,4,5,2,1,3,1,2,2,1,1,0
1160,7,3,1,1,2,1,1,2,1,1,0
1161,3,2,2,2,2,1,1,2,1,1,0
1162,4,3,2,2,2,2,2,2,1,1,1
1163,3,2,2,1,2,1,1,2,1,1,0
1164,7,3,1,1,3,1,1,1,1,1,0
1165,7,3,1,1,3,1,1,1,1,1,0
1166,3,3,2,1,3,1,1,2,1,1,1
1167,6,4,3,1,3,1,1,2,1,1,0
1168,5,3,2,1,2,1,2,2,1,1,0
1169,7,3,1,1,2,1,1,2,1,1,0
1170,4,2,2,1,2,1,1,2,1,1,0
1171,3,3,2,2,2,3,2,2,1,1,0
1172,7,3,1,1,1,1,1,2,1,1,0
1173,4,3,2,1,1,1,1,2,1,1,0
1174,3,3,2,1,3,1,1,2,1,1,0
1175,4,4,3,2,3,1,1,2,1,1,1
1176,3,4,2,1,3,1,2,2,1,1,0
1177,7,3,1,1,2,1,2,1,1,1,0
1178,7,3,1,1,2,1,1,2,1,1,0
1179,3,2,2,1,2,1,1,2,1,1,0
1180,7,3,1,1,1,2,2,2,1,1,0
1181,3,3,2,1,3,1,1,2,1,1,0
1182,3,3,2,1,3,1,1,2,1,1,0
1183,4,6,3,2,3,1,2,2,1,1,1
1184,5,4,3,1,3,1,2,2,1,1,1
1185,7,3,1,1,2,1,2,1,1,1,0
1186,3,2,2,1,3,1,1,2,1,1,0
1187,7,3,1,1,3,1,1,2,1,1,0
1188,3,2,2,1,2,1,1,2,1,1,0
1189,7,3,1,1,3,1,2,2,1,1,0
1190,3,3,2,1,2,1,1,2,1,1,0
1191,3,3,2,1,2,1,1,2,1,1,0
1192,4,6,3,2,3,1,2,2,1,1,0
1193,5,4,3,1,2,1,2,2,1,1,0
1194,7,3,1,1,3,1,2,1,1,1,0
1195,3,2,2,1,3,1,1,2,1,1,0
1196,2,1,2,1,3,1,1,2,1,1,0
1197,2,1,2,1,2,1,1,2,1,1,1
1198,7,3,1,1,2,1,1,2,1,1,0
1199,7,2,1,1,1,1,1,2,1,1,0
1200,7,3,1,1,2,1,2,2,1,1,0
1201,7,3,1,1,1,1,1,2,1,1,0
1202,7,3,1,1,2,1,1,2,1,1,0
1203,4,4,3,2,2,1,2,2,1,1,1
1204,4,3,3,2,3,1,2,2,1,1,0
1205,7,3,1,1,2,1,2,1,1,1,0
1206,3,2,2,1,2,1,1,2,1,1,0
1207,4,2,2,1,3,1,1,2,1,1,0
1208,4,3,2,1,3,1,1,2,1,1,1
1209,7,3,1,1,2,1,2,2,1,1,0
1210,7,3,1,1,2,1,1,2,1,1,0
1211,7,3,1,1,1,1,1,2,1,1,0
1212,4,3,2,1,2,1,2,2,1,1,1
1213,4,3,2,1,2,1,2,2,1,1,0
1214,7,3,1,1,2,1,2,1,1,1,0
1215,4,3,2,1,3,1,1,2,1,1,0
1216,5,3,2,2,3,3,1,2,1,1,0
1217,2,1,2,1,3,1,1,2,1,1,0
1218,7,3,1,1,3,1,2,2,1,1,0
1219,7,3,1,1,2,1,1,2,1,1,0
1220,7,3,1,1,2,1,1,2,1,1,0
1221,4,6,3,2,2,1,2,2,1,1,1
1222,3,3,2,1,2,1,2,2,1,1,0
1223,7,3,1,1,3,1,2,1,1,1,0
1224,2,1,2,1,3,1,1,2,1,1,0
1225,4,4,3,1,3,1,1,2,1,1,1
1226,3,3,2,2,2,2,1,2,1,1,0
1227,4,2,2,1,3,1,1,2,1,1,0
1228,7,3,1,1,2,1,2,2,1,1,0
1229,7,3,1,1,2,1,1,2,1,1,0
1230,7,3,1,1,3,1,1,2,1,1,0
1231,4,6,3,2,2,1,2,2,1,1,0
1232,3,3,2,1,2,1,2,2,1,1,0
1233,7,3,1,1,3,1,2,1,1,1,0
1234,2,1,2,1,1,1,1,2,1,1,0
1235,4,4,3,1,3,1,2,2,1,1,0
1236,3,3,2,1,2,1,1,2,1,1,0
1237,4,2,2,1,3,1,1,2,1,1,0
1238,7,3,1,1,2,1,2,2,1,1,0
1239,7,3,1,1,2,1,1,2,1,1,0
1240,5,4,2,1,2,1,2,2,1,1,1
1241,3,3,2,1,1,1,2,2,1,1,0
1242,7,3,1,1,3,1,2,1,1,1,0
1243,7,2,1,1,2,1,1,2,1,1,0
1244,5,4,4,2,2,1,2,2,1,1,0
1245,4,4,3,1,3,1,1,2,1,1,0
1246,4,4,3,1,3,1,1,2,1,1,0
1247,5,3,3,1,3,1,1,2,1,1,0
1248,4,3,3,1,3,1,1,2,1,1,0
1249,7,3,1,1,2,1,1,2,1,1,0
1250,3,4,2,2,2,3,2,2,1,1,0
1251,3,3,2,1,3,1,2,2,1,1,0
1252,7,3,1,1,2,1,2,1,1,1,0
1253,7,2,1,1,3,1,1,2,1,1,0
1254,5,4,3,1,2,1,2,2,1,1,0
1255,4,6,3,1,3,1,2,2,1,1,1
1256,4,4,2,1,3,1,2,2,1,1,0
1257,5,6,3,1,3,1,2,2,2,1,0
1258,4,6,3,1,3,1,2,2,1,1,0
1259,7,2,1,1,3,1,1,2,1,1,0
1260,7,3,1,1,3,1,1,1,1,1,0
1261,3,4,2,1,2,1,2,2,1,1,0
1262,3,3,2,1,2,1,2,2,1,1,0
1263,7,3,1,1,3,1,2,1,1,1,0
1264,4,6,3,2,2,1,2,2,1,1,0
1265,2,1,2,1,2,1,2,2,1,1,0
1266,5,6,3,1,2,1,2,2,1,1,1
1267,4,6,3,1,3,1,2,2,1,1,1
1268,7,2,1,1,3,1,1,2,1,1,1
1269,7,3,1,1,3,1,1,1,1,1,0
1270,7,3,1,1,1,1,2,2,1,1,0
1271,7,3,1,1,3,1,2,1,1,1,0
1272,4,4,3,1,2,1,2,2,1,1,0
1273,6,6,4,1,2,1,2,2,2,1,1
1274,5,6,4,2,3,1,2,2,2,1,0
1275,4,4,3,1,3,1,1,2,1,1,1
1276,3,2,2,1,3,1,1,2,1,1,0
1277,7,2,1,1,2,1,1,2,1,1,0
1278,2,1,2,1,3,1,1,2,1,1,0
1279,7,3,1,1,2,1,2,1,1,1,0
1280,4,4,3,1,2,1,2,2,1,1,1
1281,5,6,4,2,2,3,2,2,2,1,0
1282,6,6,4,1,3,1,2,2,2,1,0
1283,4,6,4,2,3,1,2,2,2,1,1
1284,3,3,3,1,2,1,1,2,1,1,0
1285,7,3,1,1,3,1,1,2,1,1,0
1286,4,4,3,1,3,1,1,2,1,1,0
1287,4,3,2,1,3,1,1,2,1,1,0
1288,7,3,1,1,2,1,1,1,1,1,0
1289,2,1,2,1,3,1,1,2,1,1,0
1290,7,3,1,1,2,1,2,1,1,1,0
1291,4,3,2,1,1,1,2,2,1,1,0
1292,5,6,4,2,3,3,2,2,2,1,1
1293,6,6,3,1,2,1,2,2,2,1,0
1294,5,6,4,2,3,3,2,2,2,1,1
1295,3,2,3,1,2,1,1,2,1,1,0
1296,2,3,2,1,3,1,1,2,1,1,0
1297,4,4,2,1,3,1,2,2,1,1,1
1298,3,2,2,1,3,1,1,2,1,1,0
1299,7,3,1,1,3,1,1,1,1,1,0
1300,3,2,2,1,2,1,1,2,1,1,0
1301,7,3,1,1,2,1,2,1,1,1,0
1302,7,3,1,2,2,1,2,2,1,1,0
1303,5,6,4,2,2,3,2,2,2,1,1
1304,5,6,3,1,3,1,2,2,2,1,1
1305,5,6,4,2,2,3,2,2,2,1,0
1306,2,3,2,1,2,1,1,2,1,1,0
1307,5,4,3,1,3,1,2,2,1,1,0
1308,4,2,3,1,3,1,1,2,1,1,0
1309,7,3,1,1,2,1,1,1,1,1,0
1310,3,2,2,1,3,1,1,2,1,1,0
1311,7,3,1,1,3,1,2,2,1,1,0
1312,5,6,4,2,2,2,2,2,2,1,1
1313,5,4,3,1,2,1,2,2,1,1,1
1314,7,3,1,1,2,1,1,2,1,1,0
1315,5,4,2,2,2,1,2,2,1,1,0
1316,4,2,3,1,3,1,2,2,1,1,0
1317,7,3,1,1,2,1,1,1,1,1,0
1318,7,2,1,1,3,1,1,2,1,1,0
1319,4,3,2,1,3,1,1,2,1,1,0
1320,7,2,1,1,2,1,1,1,1,1,0
1321,5,6,4,2,2,2,2,2,2,1,0
1322,6,3,3,2,2,1,2,2,1,1,1
1323,4,3,3,1,3,1,1,2,1,1,1
1324,7,3,1,1,3,1,1,2,1,1,0
1325,4,3,2,1,3,1,2,2,1,1,0
1326,4,4,3,1,2,1,2,2,1,1,0
1327,7,4,1,1,3,1,1,1,1,1,0
1328,4,3,2,1,2,1,1,2,1,1,0
1329,7,3,1,1,2,1,1,1,1,1,0
1330,3,3,2,1,3,1,1,2,1,1,0
1331,7,3,1,1,2,1,2,1,1,1,0
1332,5,6,4,2,3,1,2,2,2,1,1
1333,6,4,3,2,2,1,2,2,1,1,0
1334,3,3,2,1,2,1,2,2,1,1,0
1335,4,4,3,1,2,1,2,2,1,1,0
1336,7,4,1,1,2,1,1,1,1,1,0
1337,2,1,2,1,3,1,1,2,1,1,0
1338,7,3,1,1,3,1,1,1,1,1,0
1339,4,4,2,1,3,1,1,2,1,1,0
1340,4,5,2,1,3,1,2,2,1,1,0
1341,4,3,2,1,3,1,1,2,1,1,1
1342,5,6,4,2,2,1,2,2,1,1,0
1343,6,4,3,1,2,1,2,2,1,1,0
1344,3,3,2,1,2,1,2,2,1,1,0
1345,4,4,3,1,1,1,2,2,1,1,1
1346,7,4,1,1,2,1,1,1,1,1,0
1347,7,3,1,1,2,1,1,1,1,1,0
1348,4,4,2,1,2,1,1,2,1,1,0
1349,4,5,2,1,3,1,2,2,1,1,0
1350,4,3,2,1,3,1,1,2,1,1,0
1351,7,3,1,1,1,1,2,2,1,1,0
1352,6,3,3,1,3,1,2,2,1,1,0
1353,7,3,1,1,3,1,1,1,1,1,0
1354,2,1,3,1,2,1,1,2,1,1,0
1355,4,5,2,1,2,1,2,2,1,1,0
1356,4,2,2,1,3,1,1,2,1,1,0
1357,4,4,3,2,3,2,1,2,1,1,0
1358,7,3,1,1,2,1,1,1,1,1,0
1359,3,2,2,1,3,1,1,2,1,1,1
1360,3,2,2,1,2,1,1,2,1,1,0
1361,4,5,2,1,2,1,2,2,1,1,0
1362,3,3,2,1,2,1,1,2,1,1,0
1363,5,4,3,1,2,1,2,2,1,1,0
1364,7,3,1,1,2,1,1,1,1,1,1
1365,3,3,2,1,3,1,1,2,1,1,0
1366,7,3,1,1,2,1,1,2,1,1,0
1367,4,3,2,1,3,1,2,2,1,1,0
1368,2,1,2,1,1,1,1,2,1,1,0
1369,5,4,2,1,2,1,2,2,1,1,1
1370,7,3,1,1,3,1,1,1,1,1,1
1371,7,3,1,1,3,1,1,1,1,1,0
1372,7,3,1,1,2,1,1,2,1,1,0
1373,7,3,1,1,2,1,1,2,1,1,1
1374,4,5,2,1,3,1,2,2,1,1,0
1375,5,4,3,2,2,1,2,2,1,1,0
1376,4,3,2,1,3,1,1,2,1,1,0
1377,7,3,1,1,1,1,1,1,1,1,0
1378,7,3,1,1,2,1,1,2,1,1,0
1379,7,3,1,1,2,1,1,2,1,1,1
1380,4,3,2,1,2,1,2,2,1,1,0
1381,7,3,1,1,2,2,2,2,1,1,0
1382,7,3,1,2,2,1,1,2,1,1,0
1383,4,2,2,1,3,1,1,2,1,1,0
1384,7,3,1,1,2,1,1,1,1,1,0
1385,7,3,1,2,2,1,1,2,1,1,0
1386,3,3,2,1,2,1,2,2,1,1,0
1387,7,2,1,1,2,1,1,2,1,1,0
1388,2,1,2,1,1,1,1,2,1,1,0
